Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-KBU-072,KEN-KBU-072,Kiambu,Thika Sub-County - JWA Thika vs Kiambu County - Petition E012/2024,1/1/2024,11/4/2025,"Gakuru and 2 others, suing on behalf of JWA Thika Sub-County, filed ELC Petition E012 of 2024 against Kiambu County Government and the Physical and Land Use Planning Authority, with NLC as an Interested Party. A ruling was delivered on 4 November 2025 by",Water-Land,JWA Thika Sub-County vs Kiambu County - Land and NLC Petition,Gakuru and 2 others (on behalf of JWA Thika Sub-County); County Government of Kiambu; Physical and Land Use Planning Authority; National Land Commission (Interested Party); ELC Thika,"Kenya Law records ELC Petition E012 of 2024 (Gakuru and 2 others suing on behalf of JWA Thika Sub-County v County Government of Kiambu and another; National Land Commission and another [Interested Parties], ruling 4 November 2025). The petitioners sue on",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/7571/eng@2025-11-04,Court Record,-1.0395,37.0854,0,0,ELC Ruling 4 November 2025,Resolved (Ruling),"JWA Thika Sub-County, Kiambu County, NLC, ELC Petition E012/2024, Gakuru, November 2025, water users",Yes,0.88,Kenya Law directly cited.
KEN-KBU-073,KEN-KBU-073,Kiambu,Kiambu - Kahawa Sukari - CECM Cannot Hear Own Appeal,1/1/2024,7/24/2024,"The ELC Thika ruling in the Kisiwa West appeal (July 2024) established that Kiambu County's CECM for Land, Housing, and Physical Planning does not have the authority to hear appeals against her own decisions -” a governance landmark with implications f",Water-Land,Kisiwa West CECM Appeals Conflict of Interest - ELC Ruling July 2024,Kisiwa West Residents; Kiambu County CECM for Land Housing Physical Planning; Developer; ELC Thika - Justice Eboso,Insider Bits News (August 2024) documented the additional governance finding from Justice Eboso's 24 July 2024 ruling in the Kisiwa West development approval case: 'The court held that the Kiambu County CECM does not have the authority to hear appeals ag,Insider Bits News,https://insiderbits.co.ke/counties/kiambu-county-cecm-for-land-and-housing-faces-fresh-legal-trouble-over-irregular-development-approvals/,Print/Online News,-1.15,36.85,0,0,ELC Judgment - Landmark Governance Ruling,Resolved (Judgment),"CECM, conflict of interest, appeals, Kiambu, Kisiwa West, Justice Eboso, PLUPA Rule 16, public participation, zoning, July 2024",Yes,0.94,Insider Bits directly cited. Governance finding confirmed.
KEN-NBI-159,KEN-NBI-159,Nairobi,Nairobi - Ruto County Assembly Address - April 2026,4/9/2026,4/9/2026,"President Ruto's 9 April 2026 address to the Nairobi County Assembly -” the first such presidential address to a county assembly under the 2010 Constitution -” was historically significant, combining the State House wall announcement with a broader v",Water-Land,President Ruto's Inaugural County Assembly Address - Historic Urban Governance Statement,President William Ruto; Nairobi County Assembly MCAs; Governor Johnson Sakaja; Nairobi County Government,"People Daily (April 2026) confirmed that President Ruto's address to the Nairobi County Assembly on 9 April 2026 made history: 'Under the current constitution since 2010, there has been no situation where the president has addressed a county assembly, as",People Daily; Multiple Sources,https://peopledaily.digital/news/ruto-orders-demolition-of-state-house-wall-on-riparian-land,Print/Online News,-1.2833,36.8169,0,0,Historic Address - Policy Statement,Active - Implementation,"Ruto, County Assembly, Nairobi, April 9 2026, inaugural address, KICC, City Hall, discipline, urban governance, State House, historic",Yes,0.98,People Daily directly cited. Historic first confirmed.
KEN-NBI-160,KEN-NBI-160,Nairobi,Nairobi - IJDRM 2026 Systematic Review - Flood Determinants,1/1/2004,3/31/2026,"The International Journal of Disaster Risk Management (2026) published a PRISMA-adapted systematic review synthesising evidence on the environmental determinants, public health burden, and governance gaps driving Nairobi's recurring floods -” covering",Water-Land,IJDRM 2026 Systematic Review - Environmental Determinants of Nairobi Flooding,International Journal of Disaster Risk Management (IJDRM); Academic Researchers; PRISMA Review Team,"The IJDRM 2026 systematic review (final search 31 March 2026, PRISMA 2020-adapted) synthesised evidence on environmental, structural, and governance determinants of Nairobi's recurrent flooding. Key documented findings include: April-May 2024 floods clai",IJDRM (International Journal of Disaster Risk Management),https://internationaljournalofdisasterriskmanagement.com/index.php/Vol1/article/view/213,Academic,-1.2864,36.8172,66,380000,Academic Documentation,Ongoing - Policy Guidance,"IJDRM, systematic review, PRISMA, Nairobi flooding, environmental determinants, governance gaps, April 2024, March 2026, USD 300 million",Yes,0.97,IJDRM directly cited. Peer-reviewed synthesis confirmed.
KEN-TRK-105,KEN-TRK-105,Turkana,Lake Turkana - Omo River Population Growth and Conflict Driver,1/1/1994,12/31/2024,"Population growth in the Lake Turkana and Lower Omo basin since 1994 has significantly increased pressure on water, land, and forest resources -” amplifying conflicts over water points, grazing land, and fishing grounds that predate the current dataset",Water-Land,Omo-Turkana Basin - Population Growth and Resource Stress,Lower Omo and Turkana Communities; Ethiopia; Kenya; International Researchers,"Climate Diplomacy documented that since 1994, population numbers in the Lower Omo and Turkana region 'have strongly increased.' Larger populations combined with heavy reliance on local land and forest resources have exacerbated deforestation and land deg",Climate Diplomacy; Borgen Project,https://climate-diplomacy.org/case-studies/drought-and-conflict-across-kenyan-ethiopian-border,Academic/NGO,-1.2864,36.8172,0,Unknown,Structural - Population Demographic Driver,Ongoing,"Omo River, Turkana, population growth, livestock density, deforestation, land degradation, resource stress, Climate Diplomacy",Yes,0.88,Climate Diplomacy directly cited.
KEN-NBI-161,KEN-NBI-161,Nairobi,Nairobi - Sakaja Close Friends Riparian Favor Refusal,4/14/2026,5/13/2026,"Governor Sakaja publicly acknowledged in April 2026 that close friends had contacted his office seeking protection from the looming demolitions, but he maintained that no such favors would be granted.",Water-Land,Governor Sakaja - No Favors for Friends in Riparian Enforcement,Governor Johnson Sakaja; Politically Connected Riparian Property Owners; Nairobi County; NRC,"Nairobi Wire (April 2026) reported that Governor Sakaja 'hinted that even close friends have contacted his office seeking protection from the looming demolitions, but he maintained that no such favors will be granted.' He stated: 'We are going to be fair",Nairobi Wire,https://nairobiwire.com/2026/04/nairobi-riparian-land-demolitions-sakaja-state-house-crackdown.html,Print/Online News,-1.2864,36.8172,0,0,Active - Enforcement Programme,Ongoing,"Sakaja, close friends, no favors, selective enforcement, politically connected, riparian, demolition, Nairobi 2026",Yes,0.95,Nairobi Wire directly cited.
KEN-NBI-162,KEN-NBI-162,Nairobi,Nairobi - ELC 30 Property Owners vs Government - March 2026,1/1/2026,3/2/2026,The Environment and Land Court rejected an application by more than 30 property owners seeking to stop the government from reclaiming riparian land along the Nairobi River in the Gikomba/Kombo Munyiri Road area. Business Daily Africa reported the dismiss,Water-Land,30+ Property Owners - ELC Application to Halt Demolitions - Dismissed March 2026,30+ Kombo Munyiri Road Property Owners (Gikomba Area); Ministry of Interior; NEMA; WRA; ELC Milimani - Business Daily,Business Daily Africa (2 March 2026) reported that the ELC rejected an application by more than 30 property owners seeking to stop the government from reclaiming riparian land along the Nairobi River. The court ruled that the property owners failed to pr,Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/property-owners-lose-fight-halt-nairobi-riparian-land-demolition-5376974,Print/Online News,-1.284,36.846,0,Unknown,ELC Application Dismissed March 2026,Enforced - Demolitions Cleared,"30 property owners, ELC, dismissed, Kombo Munyiri Road, Gikomba, riparian, government, March 2026, 1990s approvals",Yes,0.97,Business Daily Africa directly cited. Ruling date and parties confirmed.
KEN-NBI-163,KEN-NBI-163,Nairobi,Nairobi - Gikomba March 31 2026 Demolition Photo,3/31/2026,3/31/2026,"On 31 March 2026, government demolitions took place at Gikomba Market on the Nairobi River corridor. Kenyans.co.ke published a photograph showing the aftermath of the demolitions. This is distinct from the new Gikomba Market construction conflict (KEN-NB",Water-Land,Gikomba Market Demolition Aftermath - March 31 2026,Gikomba Traders; Nairobi County; NRC; Multi-Agency Team,"Kenyans.co.ke's May 2026 reporting on the NRC's 300 demolition notices included an image captioned: 'Aftermath of Gikomba market demolitions in Nairobi, March 31, 2026.' This confirms a specific demolition event at Gikomba Market on 31 March 2026 -” fi",Kenyans.co.ke,https://www.kenyans.co.ke/news/123139-rivers-commission-orders-demolition-300-nairobi-buildings-riparian-land,Online News,-1.284,36.846,0,Unknown,Demolition Executed,Enforced,"Gikomba, demolition, March 31 2026, Nairobi River, traders, aftermath, photo, NRC",Yes,0.96,Kenyans.co.ke directly cited. Specific date and photo confirmed.
KEN-KBU-074,KEN-KBU-074,Kiambu,Kiambu County - Mwangi vs Njoroge - Kikuyu ELC Misc E013/2025,2/10/2025,7/17/2025,Mwangi sought leave from ELC Thika to appeal out of time against a Kikuyu Chief Magistrate's Court land judgment delivered on 11 December 2024. The ELC delivered its ruling on 17 July 2025. The underlying dispute involves land in the Kikuyu Sub-County of,Water-Land,Mwangi vs Njoroge - Kikuyu Land Appeal - ELC Misc E013/2025,Mwangi (Applicant); Njoroge (Respondent); Kiambu Land Registrar (Interested Party); ELC Thika - Justice JM Onyango,"Kenya Law records ELC Miscellaneous Case E013 of 2025 (Mwangi v Njoroge; Kiambu Land Registrar and another [Interested Parties], ruling 17 July 2025). The Application was filed on 10 February 2025, seeking leave to appeal out of time against a Chief Magi",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/5337/eng@2025-07-17,Court Record,-1.25,36.78,0,0,ELC Ruling 17 July 2025,Resolved (Ruling on Leave),"Mwangi, Njoroge, Kikuyu, land dispute, ELC E013/2025, leave to appeal, Justice Onyango, Kiambu, July 2025",Yes,0.91,"Kenya Law directly cited. Case number, parties and ruling date confirmed."
KEN-NBI-164,KEN-NBI-164,Nairobi,Gikomba - Blue Estate - Bahati Annex - River Bank Settlement,1/1/2026,5/13/2026,"The River Bank Settlement Scheme and four named individuals obtained an urgent ELC conservatory order from Justice L Kimani blocking the Water Resources Authority and Nairobi County from demolishing structures along the Nairobi River in Blue Estate, Baha",Water-Land,River Bank Settlement Scheme - ELC Conservatory Order vs Demolition - Gikomba,River Bank Settlement Scheme; Gladys Waweru; Josephat Irungu; Paul Kamunge; Justus Kinyua; Water Resources Authority; Nairobi County; Attorney General; ELC Nairobi - Justice L Kimani,Nairobi Times reported that the Environment and Land Court stopped the government from demolishing houses and structures erected along the Nairobi River near Gikomba Market. Justice L Kimani certified the application urgent and directed the status quo be,Nairobi Times,https://nairobitimez.co.ke/court-blocks-demolition-of-houses-built-along-nairobi-river-riparian-land/,Print/Online News; Court Record,-1.284,36.846,0,5000+,ELC Conservatory Order - Status Quo,Ongoing - Litigation,"River Bank Settlement Scheme, Gikomba, Blue Estate, Bahati Annex, Kamukunji, WRA, Nairobi County, Justice Kimani, conservatory order, lawful allottees, Article 40",Yes,0.95,"Nairobi Times directly cited. Named parties, estates and court order confirmed."
KEN-NBI-165,KEN-NBI-165,Nairobi,Nairobi - ELC Property Rights Not Absolute - Riparian Ruling,3/2/2026,3/2/2026,The ELC's March 2026 ruling dismissing 30+ property owners' applications to halt Nairobi River demolitions articulated key constitutional principles: property rights are not absolute when land regulation serves the environment; riparian land protections,Water-Land,ELC - Property Rights Not Absolute - Environmental Regulation Constitutional - March 2026,30+ Kombo Munyiri Road Property Owners; Interior CS; WRA; Nairobi County; ELC Nairobi,"Business Daily Africa (2 March 2026) reported detailed reasoning from the ELC ruling. The court stated: 'The right to own land is not absolute, particularly when regulating developments for the benefit of both the owner and the environment -” upholding",Business Daily Africa,https://www.businessdailyafrica.com/bd/economy/property-owners-lose-fight-halt-nairobi-riparian-land-demolition-5376974,Print/Online News,-1.2864,36.8172,0,0,ELC Ruling - Demolitions Cleared,Enforced,"property rights not absolute, ELC, Article 40, Article 47, riparian, 30 metres, WRA, retroactivity, EMCA, March 2026, constitutional",Yes,0.98,Business Daily Africa directly cited. Court quotes verbatim paraphrased. Very high confidence.
KEN-NBI-166,KEN-NBI-166,Nairobi,Nairobi - Sakaja Rogue Planner Warning - April 2026,4/14/2026,5/13/2026,"Governor Sakaja in April 2026 warned that rogue planning officials who issued development approvals for riparian-land properties could face disciplinary action, signalling a possible review of all past approvals issued at City Hall.",Water-Land,Sakaja Warns Planning Officials of Disciplinary Action for Riparian Approvals,Governor Johnson Sakaja; Nairobi City County Planning Officers; National Construction Authority; Property Owners,"Eastleigh Voice (May 2026) reported that Governor Sakaja, while marking the State House grounds and confirming Elite Court and Kingara Court demolitions, also issued a direct warning to the planning bureaucracy: 'Many people are currently losing parts of",Eastleigh Voice,https://eastleighvoice.co.ke/news/343948/kilimanis-elite-court-residents-face-eviction-as-nairobi-countys-crackdown-on-riparian-land-intensifies,Print/Online News,-1.2864,36.8172,0,0,Active - Accountability Threat,Ongoing,"rogue planners, disciplinary action, Sakaja, City Hall, approvals, riparian, NCA, April 2026, accountability, planning officials",Yes,0.96,"Eastleigh Voice directly cited. Named governor and NCA, quote confirmed."
KEN-NBI-167,KEN-NBI-167,Nairobi,Nairobi - Babu Owino December 2025 Riparian Land Grab Allegation,12/3/2025,12/3/2025,"On 3 December 2025, MP Babu Owino publicly alleged that residents were being pushed beyond the legally permitted limit and that affected parcels were ancestral freehold land. He described it as land-grabbing without due process.",Water-Land,Babu Owino - Beyond Legal Limit - Ancestral Freehold Allegation,MP Babu Owino (Embakasi East); Nairobi River Commission; Residents of Embakasi East; Ministry of Lands; Governor Sakaja,"Kenyans.co.ke (3 December 2025) reported that Babu Owino, at the time of the Nairobi River Regeneration and Engineering Works Programme launch, alleged that residents were being pushed beyond what the law permits. He stated the affected parcels were ance",Kenyans.co.ke,https://www.kenyans.co.ke/news/118604-babu-owino-alleges-plan-grab-riparian-land-amid-nairobi-river-clean-exercise,Online News,-1.276,36.888,0,Unknown,Active - Parliamentary Opposition,Ongoing,"Babu Owino, ancestral freehold, beyond legal limit, land grab, December 2025, Nairobi River, KSh 50 billion, due process",Yes,0.96,"Kenyans.co.ke directly cited. Named MP, date and programme figures confirmed."
KEN-KBU-077,KEN-KBU-077,Kiambu,Kiambu County - Kisiwa West - CECM Cannot Appeal Her Own Decisions,7/24/2024,5/13/2026,"Justice Eboso's July 2024 Kisiwa West ruling -” finding the Kiambu CECM cannot hear appeals against her own decisions -” has wide implications for Kiambu's development control framework, potentially invalidating hundreds of development appeal decisio",Water-Land,Kisiwa West - Implication for All Kiambu Development Control Appeals - PLUPA Rule 16,Kiambu County CECM for Land Housing Physical Planning; All Kiambu Development Appeal Applicants; Property Owners; ELC Thika - Justice Eboso,"Insider Bits News (August 2024) documented that the July 2024 ELC ruling in the Kisiwa West case was explicitly described as 'precedent-setting' with 'wide-reaching implications for future development projects, ensuring that zoning laws and public partic",Insider Bits News,https://insiderbits.co.ke/counties/kiambu-county-cecm-for-land-and-housing-faces-fresh-legal-trouble-over-irregular-development-approvals/,Print/Online News,-1.1711,36.831,0,Unknown,Precedent Set - Wide Implications,Ongoing,"Kisiwa West, CECM, appeals, own decisions, PLUPA Rule 16, public participation, precedent, Kiambu, July 2024, wide implications",Yes,0.94,Insider Bits directly cited.
KEN-NBI-170,KEN-NBI-170,Nairobi,Nairobi - Sakaja Accountability for Approvals and Developers,3/19/2026,5/13/2026,"Governor Sakaja extended the accountability argument beyond residents to include developers who deviate from approved building plans, calling this a shared responsibility and urging the National Construction Authority to strengthen enforcement.",Water-Land,Sakaja Extends Accountability to Developers Deviating from Approved Plans,Governor Johnson Sakaja; Property Developers; National Construction Authority; City Hall Planning Department,"Standard Media and The Star (March 2026) documented Governor Sakaja stating: 'Approvals are granted in line with the law, but some developers deviate from approved plans. This is a shared responsibility that must be addressed.' He urged regulators such a",Standard Media; The Star,https://www.standardmedia.co.ke/nairobi/article/2001543434/illegal-riparian-structures-in-nairobi-to-be-removed-to-prevent-floods,Print/Online News,-1.2864,36.8172,0,Unknown,Active - NCA Enforcement,Ongoing,"Sakaja, developer deviation, approved plans, NCA, shared responsibility, March 2026, building line, Nairobi",Yes,0.96,Standard Media directly cited.
KEN-NBI-171,KEN-NBI-171,Nairobi,Nairobi - Nairobi Times Court Order - Status Quo Gikomba,1/1/2026,5/13/2026,Justice L Kimani's urgent ELC conservatory order for the Gikomba/Blue Estate/Bahati Annex area directed that the status quo be maintained on the suit land pending hearing. The petitioners specifically demanded production of approved physical land use pla,Water-Land,Justice Kimani ELC Status Quo Order - Gikomba River Properties,River Bank Settlement Scheme; Justice L Kimani; WRA; Nairobi County; AG,"Nairobi Times documented the specific reliefs sought in the urgent petition before Justice L Kimani. In addition to the conservatory order, the petitioners sought: an order directing the respondents to produce before court all approved Physical and Land",Nairobi Times,https://nairobitimez.co.ke/court-blocks-demolition-of-houses-built-along-nairobi-river-riparian-land/,Print/Online News,-1.284,36.846,0,Unknown,Conservatory Order - Document Production Ordered,Ongoing,"Gikomba, Blue Estate, Justice Kimani, status quo, survey maps, EIA, resettlement, compensation framework, Article 47, Article 35",Yes,0.94,Nairobi Times directly cited.
KEN-NBI-172,KEN-NBI-172,Nairobi,Rhapta Road - Kileleshwa - Westlands,8/12/2024,1/23/2025,"On 23 January 2025, Justice Oscar Angote of the ELC ruled that Nairobi City County had granted development approvals for high-rise buildings of up to 28 floors on Rhapta Road in violation of operative zoning provisions. He declared the approvals in viola",Water-Land,Rhapta Road High-Rise Zoning Violation - ELC Petition E030/2024 - January 2025 Judgment,Rhapta Road Residents Association (Claire Kubochi Anami and 2 others); Nairobi City County CECM Built Environment and Urban Planning; NEMA Director General; 15 Private Developers including Patterson Investments Ltd; Rhapta Road Plaza Ltd; Lovi Ventures K,"Kenya Law records ELC Petition E030 of 2024 (Anami and 2 others v CECM Built Environment and Urban Planning Nairobi City County and 20 others, judgment 23 January 2025) before Justice Oscar Angote. The Rhapta Road Residents Association filed the petition",Kenya Law Reports; Daily Nation; Capital FM,https://new.kenyalaw.org/akn/ke/judgment/keelc/2025/128/eng@2025-01-23,Court Record; Print/Online News,-1.275,36.813,0,Unknown,ELC Judgment 23 January 2025,Resolved - Partially (Capped at 16 Floors),"Rhapta Road, high-rise, zoning, 28 floors, 16 floors, Justice Angote, ELC E030/2024, Nairobi City County, NEMA, sewerage, water strain",Yes,0.98,"Kenya Law and Daily Nation directly cited. Case number, named developers, judgment date and floor cap confirmed."
KEN-NBI-173,KEN-NBI-173,Nairobi,Rhapta Road - Court of Appeal - Zone 3C - September 2025,1/23/2025,9/19/2025,"The Court of Appeal corrected the ELC's error and confirmed Rhapta Road lies in Zone 3C (20-floor ceiling), declared the 2004 Zoning Guidelines outdated, and ordered Nairobi City County to finalise and gazette new zoning and development control instrumen",Water-Land,Court of Appeal Civil Appeal E160/2025 - Rhapta Road Zone 3C - 20 Floors - Zoning Instruments,"Rhapta Road Residents Association (Appellants); CECM Built Environment Nairobi; NEMA; Developers (Cross-Appellants); Court of Appeal - Justices Daniel Musinga, George Odunga, Joel Ngugi","CMS Law, Lexology, Bowmans Law and Capital FM documented Court of Appeal Civil Appeal E160 of 2025, judgment delivered 19 September 2025 by Justices Daniel Musinga, George Odunga, and Joel Ngugi. The Court corrected the ELC's Zone 4 classification of Rha",CMS Law; Lexology; Bowmans Law; Capital FM; Daily Nation,https://www.capitalfm.co.ke/news/2025/09/explainer-what-the-rhapta-road-zoning-ruling-means-for-nairobi/,Print/Online News; Legal Analysis,-1.275,36.813,0,Unknown,Court of Appeal Judgment 19 September 2025,Resolved - Zone 3C 20-Floor Ceiling; Zoning Instruments Ordered,"Rhapta Road, Zone 3C, 20 floors, Court of Appeal, structural interdict, zoning instruments, Musinga, Odunga, Ngugi, 2004 guidelines outdated",Yes,0.98,"CMS Law, Lexology, Bowmans and Capital FM directly cited. Named justices, case number and zone classification confirmed."
KEN-NBI-174,KEN-NBI-174,Nairobi,Kileleshwa - Mbaazi Avenue - Lavington - 16-Storey Zoning Dispute,1/1/2024,9/19/2025,"Mbaazi Avenue Residents Association in Lavington challenged a Nairobi City County approval for Metricon Home Nairobi Co. Ltd to construct a 16-storey building on a one-acre plot with 512 housing units, arguing the project violated area zoning, blocked li",Water-Land,Mbaazi Avenue Residents vs Metricon Homes - 16-Storey Zoning Challenge 2024-2025,Mbaazi Avenue Residents Association (Mara); Metricon Home Nairobi Co. Ltd; Nairobi City County; NEMA,"The Daily Nation (October 2025) documented that the Mbaazi Avenue Residents Association (Mara) in Lavington had moved to court to challenge Metricon Home Nairobi Co. Ltd, a developer who planned to construct a 16-storey building in the area. Mara argued",Daily Nation,https://nation.africa/kenya/news/bungalows-highrises-nairobi-stands-at-zoning-crossroads-5226386,Print/Online News,-1.285,36.787,0,Unknown,Court Challenge Filed,Ongoing - 2024-2025,"Mbaazi Avenue, Metricon, Lavington, 16 storeys, 512 units, one acre, zoning, water, sewerage, Millennium Gardens, Mara",Yes,0.93,Daily Nation directly cited. Named parties and development specifications confirmed.
KEN-NBI-175,KEN-NBI-175,Nairobi,Nairobi - NLC Amendment Act No. 22 of 2025 - Land Governance Impact,11/4/2025,11/4/2025,"The National Land Commission (Amendment) Act No. 22 of 2025 came into effect on 4 November 2025, re-opening the NLC's ability to review grants and dispositions of public land -” a significant land governance development with implications for land along",Water-Land,NLC Amendment Act No. 22 of 2025 - Review of Grants - Land Governance Change,National Land Commission; Landowners; Ministry of Lands; CS Alice Wahome; Parliament,Bowmans Law (November 2025) documented that the National Land Commission (Amendment) Act No. 22 of 2025 came into effect on 4 November 2025. The Act re-opens the ability of the National Land Commission to continue the review of grants and dispositions of,Bowmans Law,https://bowmanslaw.com/insights/kenya-court-of-appeal-clarifies-legal-status-of-nairobis-zoning-and-development-control-laws-and-policies/,Legal Analysis,-1.2864,36.8172,0,0,Act in Force 4 November 2025,Active - Governance Change,"NLC Amendment Act, No. 22 of 2025, November 2025, review of grants, public land, riparian, compulsory acquisition",Yes,0.93,Bowmans Law directly cited. Act number and effective date confirmed.
KEN-NBI-176,KEN-NBI-176,Nairobi,Nairobi - Ndambiri vs Nairobi Metropolitan Services - ELC Petition E026/2022,1/1/2022,12/10/2024,Ndambiri and another filed ELC Petition E026 of 2022 against Nairobi Metropolitan Services and 19 respondents over disputed development approvals and sewage infrastructure in Nairobi. A NEMA representative confirmed no existing sewer line served the prop,Water-Land,Ndambiri - NMS - Sewage and Development Approvals Dispute - ELC Judgment December 2024,Ndambiri and another (Petitioners); Nairobi Metropolitan Services and 19 others (Respondents); ELC Nairobi - Justice (judgment 10 December 2024),"Kenya Law records ELC Petition E026 of 2022 (Ndambiri and another v Nairobi Metropolitan Services and 19 others, judgment 10 December 2024). The petitioners challenged development approvals for a project where NEMA had confirmed on 10 September 2022 that",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/13649/eng@2024-12-10,Court Record,-1.2864,36.8172,0,Unknown,ELC Judgment 10 December 2024,Resolved (Judgment),"Ndambiri, Nairobi Metropolitan Services, NMS, sewage, sewer, EIA, forged documents, NEMA, ELC E026/2022, December 2024",Yes,0.91,"Kenya Law directly cited. Case number, sewer absence finding and NEMA actions confirmed."
KEN-KBU-078,KEN-KBU-078,Kiambu,Kiambu - Lari - Gitau and 28 others vs WRA - ELC E009/2023 - Demolition Injunction,7/17/2023,12/9/2024,"On 9 December 2024, the ELC Thika delivered a ruling on a motion filed on 17 July 2023 by Gitau and 28 others, seeking a temporary injunction to restrain WRA from demolishing their buildings and developments on 21 named Lari/Kirenga parcels.",Water-Land,Gitau and 28 others vs WRA - Lari/Kirenga Demolition Injunction - ELC E009/2023 Ruling December 2024,Gitau and 28 others (Plaintiffs/Applicants); Water Resource Authority (WRA); Interested Parties (Chege and 29 others); ELC Thika - Justice (ruling 9 December 2024),"Kenya Law records ELC Case E009 of 2023 (Gitau and 28 others v Water Resource Authority and another; Chege and 29 others [Interested Parties], ruling 9 December 2024). The applicants -” a group of 29 landowners -” filed a motion on 17 July 2023 seeki",Kenya Law Reports,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/13720/eng@2024-12-09,Court Record,-1.05,36.7,0,Unknown,ELC Ruling 9 December 2024,Resolved (Ruling on Injunction),"Gitau, WRA, Lari/Kirenga, demolition injunction, ELC E009/2023, Thika, December 2024, riparian, 29 landowners",Yes,0.93,"Kenya Law directly cited. Case number, named parcels and ruling date confirmed."
KEN-KBU-079,KEN-KBU-079,Kiambu,Kiambu - Nairobi High-Rise Zoning Conflicts - Water-Sewerage Strain,1/1/2024,12/31/2025,"High-rise apartment developments along the Nairobi-Kiambu boundary in areas like Ruaka, Githurai, and Juja have intensified pressure on cross-boundary water supply systems, as Nairobi-side developers rely on Kiambu-licensed boreholes and water systems no",Water-Land,Kiambu-Adjacent Nairobi High-Rise Developments - Cross-Boundary Water Stress 2024-2025,Kiambu Water Companies; Nairobi City County; Developers; Kiambu Residents; WRMA,"The wave of high-rise zoning conflicts documented in 2024-2025 Nairobi (Rhapta Road, Mbaazi Avenue, Kileleshwa, Parklands -” KEN-NBI-172 to KEN-NBI-174) has direct cross-boundary implications for Kiambu County. The Daily Nation (October 2025) documente",Daily Nation; WRMA; Kiambu County,https://nation.africa/kenya/news/bungalows-highrises-nairobi-stands-at-zoning-crossroads-5226386,Print/Online News; Regulatory,-1.1711,36.831,0,Unknown,Active - Cross-Boundary Water Stress,Ongoing,"Kiambu, Nairobi, high-rise, cross-boundary, water stress, Ruaka, Githurai, Juja, borehole, sewerage, 2024-2025",Yes,0.82,Daily Nation and WRMA cited.
KEN-KBU-080,KEN-KBU-080,Kiambu,Lari - WRA Demolition vs 29 Landowners - Catchment Conflict 2023-2024,7/17/2023,12/31/2024,"WRA's action against 29 Lari/Kirenga landowners (ELC E009/2023) is grounded in the water catchment protection mandate of the Water Act 2016, which requires WRA to enforce riparian buffer zones and catchment conservation areas, including in the Lari Sub-C",Water-Land,WRA Enforcement vs Lari/Kirenga Landowners - Water Catchment Justification,WRA; 29 Lari/Kirenga Landowners (Gitau and 28 others); ELC Thika,"Building on ELC E009/2023 (KEN-KBU-078), this entry documents the substantive water catchment justification underlying WRA's enforcement action. The Water Resources Authority derives its enforcement power from the Water Act 2016 Section 76 and the Water",Kenya Law Reports; WRA,https://new.kenyalaw.org/akn/ke/judgment/keelc/2024/13720/eng@2024-12-09,Court Record; Regulatory,-1.05,36.7,0,Unknown,Active - Injunction Pending Determination,Ongoing,"Lari/Kirenga, WRA, water catchment, Water Act 2016, Ruiru River, riparian, ELC, 29 landowners, Kiambu",Yes,0.88,Kenya Law and WRA cited.
KEN-TRK-115,KEN-TRK-115,Turkana,Turkana - Livestock Drought Deaths 2020-2022 - 439400 Animals,1/1/2020,12/31/2022,"The 2020-2022 drought in Turkana County killed an estimated 439,400 livestock by mid-2022, triggering a hunger and water scarcity crisis that directly escalated the inter-community conflicts documented in this dataset's post-2020 Turkana entries.",Water-Land,Turkana 2020-2022 Drought - 439400 Livestock Deaths - Hunger and Conflict Escalation,Turkana Pastoralists; Aid Agencies; National Drought Management Authority; Borgen Project; NDMA,"The Borgen Project (February 2024) documented that the most recent drought in Turkana began in 2020 and had killed an estimated 439,400 livestock by mid-2022. Given the importance of livestock in the Turkana economy -” with livestock providing an estim",Borgen Project; ICG; NDMA,https://borgenproject.org/water-crisis-in-turkana/,NGO; Government,-1.2864,36.8172,0,Unknown,Historic - Drought Impact,Ongoing - Structural,"Turkana, drought, 439,400 livestock deaths, 2020-2022, hunger, water scarcity, conflict escalation, Borgen Project",Yes,0.94,Borgen Project directly cited. Livestock death figure confirmed. NOTE: National coordinates used as county-level.
