Record_ID,Original_Record_ID,County,Sub_Location,Date_Start,Date_End,Incident_Summary,Conflict_Type,Conflict_Subtype,Parties_Involved,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes
KEN-MCK-085,KEN-MCK-085,Machakos,Mavoko - Muguro vs Kibuva 2023 - Title vs Allotment Certificate,1/1/2023,12/31/2024,"In Muguro v Kibuva (2023), two individuals presented competing claims to the same Mavoko land parcel -” one holding a title deed, the other an allotment certificate. A police investigation confirmed the title deed's authenticity, yet the lower court ru",Water-Land,Muguro vs Kibuva 2023 - Competing Claims - Title Deed vs Allotment Certificate,Muguro (Title Deed Holder); Kibuva (Allotment Certificate Holder); ELC Machakos; Magistrate's Court; Police,The Daily Nation investigation (May 2026) described Muguro v Kibuva (2023) as 'perhaps the most revealing case' in Mavoko: two individuals presented competing claims -” one with a title deed and the other with an allotment certificate. A police investi,Daily Nation,https://nation.africa/kenya/counties/machakos/mavoko-s-land-cartels-fraud-force-and-endless-court-battles-5457174,Print/Online News,-1.47,37.07,0,0,Lower Court - Appeal Filed,Ongoing - Appeal,"Muguro, Kibuva, allotment certificate, title deed, police investigation, lower court, appeal, Mavoko, Machakos, 2023",Yes,0.96,Daily Nation directly cited.
KEN-MCK-086,KEN-MCK-086,Machakos,Mavoko - KETRACO KSh 4 Million vs KSh 650000 Compensation Dispute,1/1/2025,12/31/2025,"In Wanjohi and 10 others v KETRACO (2025), KETRACO initially proposed KSh 650,000 per plot for compulsory acquisition of land for a power transmission line. Independent valuations placed the market value at over KSh 4 million per plot. The ELC encouraged",Water-Land,KETRACO Compensation Dispute - KSh 650000 Offered vs KSh 4 Million Valuation,Wanjohi and 10 others; Kenya Electricity Transmission Company Limited (KETRACO); ELC Machakos - Mediation,"The Daily Nation investigation (May 2026) provided additional detail on Wanjohi and 10 others v KETRACO (2025): KETRACO initially proposed KSh 650,000 per plot as compensation for parcels affected by a power transmission project in Mavoko. Independent va",Daily Nation,https://nation.africa/kenya/counties/machakos/mavoko-s-land-cartels-fraud-force-and-endless-court-battles-5457174,Print/Online News,-1.47,37.08,0,0,Court-Encouraged Mediation,Partially Resolved,"KETRACO, Wanjohi, compensation, KSh 650,000, KSh 4 million, undercompensation, mediation, ELC, Mavoko, 2025",Yes,0.97,Daily Nation directly cited. Named case and compensation figures confirmed.
KEN-MCK-107,KEN-MCK-107,Machakos,Mavoko - James Muiruri Gichango - Forcible Entry 8 Persons - 2017 Criminal Case,1/1/2017,12/31/2017,"In 2017, eight individuals -” James Muiruri Gichango and 7 others -” were charged with forcible entry onto land claimed by both EAPCC and a community settlement scheme. The case (Principal Resident Magistrate jurisdiction) illustrates how Mavoko land",Water-Land,Gichango and 7 others - Forcible Entry EAPCC Land - 2017 Criminal Case,James Muiruri Gichango and 7 others (Accused); EAPCC; Community Settlement Scheme; Principal Resident Magistrate; Machakos Criminal Court,Daily Nation (May 2026) documented 'the case of James Muiruri Gichango and 7 others v Principal Resident Magistrate (2017)' where eight individuals were charged with forcible entry onto land claimed by both EAPCC and a community settlement scheme. This c,Daily Nation,https://nation.africa/kenya/counties/machakos/mavoko-s-land-cartels-fraud-force-and-endless-court-battles-5457174,Print/Online News; Court Record,-1.4659,37.0783,0,Unknown,Criminal Case - 2017,Resolved (Historical),"Gichango, forcible entry, EAPCC, community settlement scheme, Principal Resident Magistrate, criminal charges, Mavoko, 2017",Yes,0.91,Daily Nation directly cited.
KEN-MCK-221,KEN-MCK-221,Machakos,Mavoko - Daily Nation May 2026 - Land Cartels Investigation - Daily Fraud Paperwork - Stone Athi Mlolongo Katani,1/1/2012,5/13/2026,"Daily Nation (May 13 2026) published a major investigation: Mavoko land cartels operate daily through paperwork -” forged signatures, manipulated registers, disputed titles. Double allocations, fraudulent transfers, violent evictions, and decades-long",Land,Daily Nation May 2026 - Mavoko Land Cartels Investigation - Daily Fraud Paperwork - Double Allocations Fraudulent Transfers Violent Evictions - Broken Land Administration,Daily Nation; Mavoko Land Cartels; ELC Court Records; Stone Athi Athi River Mlolongo Katani Residents; Abuga & 4 others v Mwanzo Development Company,"Daily Nation (13 May 2026) published 'Mavoko's land cartels: Fraud, force and endless court battles': 'On a daily basis, someone in Mavoko, Machakos County, could be losing their land, not through violence, but through paperwork. A forged signature, a ma",Daily Nation,https://nation.africa/kenya/counties/machakos/mavoko-s-land-cartels-fraud-force-and-endless-court-battles-5457174,Print/Online News,-1.4659,37.0783,0,Unknown,Investigation Published,Ongoing - Active Cartels,"Mavoko land cartels, daily fraud, paperwork, forged signatures, double allocations, fraudulent transfers, violent evictions, Stone Athi Mlolongo Katani, broken land administration, May 2026",Yes,0.98,Daily Nation directly cited.
KEN-MCK-135,KEN-MCK-135,Machakos,Mavoko - 2016 Squatter Invasion Linked to Tycoon - DCI Investigation,1/1/2016,10/31/2023,"Daily Nation (June 2023) documented that 'since 2016, various quarters of suspected land grabbers had occupied the piece of land leading to instances of insecurity' and that 'a Nairobi-based tycoon has been linked to the disputed piece of land.' After th",Water-Land,Mavoko EAPCC - 2016 Insecurity Surge - Nairobi Tycoon Link - DCI Summons 2023,Nairobi-based Tycoon (unnamed); Land Speculators; DCI; EAPCC; Mavoko Area,"Daily Nation (June 2023 and October 2023) documented: 'More than 100 structures illegally built on East African Portland Cement Company (EAPCC) land in Mavoko sub-county were demolished on Thursday, the third day of demolition. Since 2016, various quarte",Daily Nation,https://nation.africa/kenya/counties/machakos/more-than-100-structures-built-portland-cement-land-flattened-4279886,Print/Online News; Government,-1.4659,37.0783,0,Unknown,DCI Investigation Launched,Ongoing,"Nairobi tycoon, 2016 invasion, insecurity, EAPCC, DCI, politicians summoned, Mlolongo Brothers, 58266/1, Mavoko, Syokimau parallel",Yes,0.95,Daily Nation directly cited.
KEN-MCK-025-B,KEN-MCK-025,Machakos,Syokimau - LR 13323,1/1/2021,5/13/2026,"Syokimau Developers and Business Association petitioned the Machakos County Assembly seeking protection of ownership of parcels LR No. 13323/1 to 13323/124, disputed by a rival association claiming the land is public utility land.",Water-Land,Public Utility Land Dispute,Syokimau Developers and Business Association; Syokimau Residents Association; Machakos County Assembly; County Executive Committee Member for Lands,The Syokimau Developers and Business Association filed a petition with the Machakos County Assembly. They assert members hold lawful title deeds on parcels LR No. 13323/1 to LR No. 13323/124 - subdivided through due process from the Syokimau Farmers Asso,Daily Nation,https://nation.africa/kenya/counties/machakos/why-syokimau-landowners-are-seeking-protection-from-machakos-assembly-5450162,Print/Online News,-1.39,37,0,Unknown,Petition to County Assembly; Prior ELC Case Dismissed 2022,Ongoing - County Assembly Inquiry,"Syokimau, LR 13323, public utility, County Assembly, land dispute, Machakos, title deeds, developers",Yes,0.92,Daily Nation directly cited. Named parcels and parties confirmed.
KEN-MCK-047,KEN-MCK-047,Machakos,Mavoko - Syokimau Land Scam 2006-2020,1/1/2006,12/31/2022,"The Syokimau land scam was one of the largest real estate frauds in Machakos County history, leaving 3,763 investors homeless after they bought parcels from merchants who did not hold lawful title. Daily Nation documented the scheme's unravelling.",Water-Land,Syokimau Land Scam - 3763 Investors Defrauded,"Syokimau Land Buyers (3,763); Fraudulent Merchants; DCI; NLC; Machakos County","The Daily Nation documented the Syokimau land scam in which 3,763 investors were left homeless after purchasing land from dubious merchants in Syokimau, Machakos County. The scam unravelled in a pattern similar to the Mayland fraud in Mavoko: merchants s",Daily Nation,https://nation.africa/kenya/counties/machakos/why-syokimau-landowners-are-seeking-protection-from-machakos-assembly-5450162,Print/Online News; Government,-1.39,37,0,3763+,DCI Investigation; NLC Review,Partially Resolved - Buyers Not Compensated,"Syokimau, land scam, 3763 investors, fraud, Machakos, DCI, NLC, dubious merchants, title",Yes,0.9,Daily Nation directly cited.
KEN-MCK-049,KEN-MCK-049,Machakos,Mavoko - Endmor Steel Millers,1/1/2020,12/31/2024,"Residents near Endmor Steel Millers Ltd in the Athi River industrial zone filed a complaint with NEMA over environmental violations including dust, chemical effluent, and water contamination. The Daily Nation's reporting on the Syokimau County Assembly p",Water-Land,Endmor Steel Millers - NEMA Environmental Violation Conflict,Endmor Steel Millers Ltd; Surrounding Residents; NEMA; Mavoko Community,The Daily Nation's reporting on the Syokimau County Assembly petition (May 2026) mentioned that residents in the Mavoko area had sued NEMA for failing to tame Endmor Steel Millers Ltd. Endmor Steel Millers is located in the Athi River industrial zone of,Daily Nation,https://nation.africa/kenya/counties/machakos/why-syokimau-landowners-are-seeking-protection-from-machakos-assembly-5450162,Print/Online News,-1.47,37.08,0,Unknown,NEMA Enforcement - Community Litigation,Ongoing,"Endmor Steel Millers, Mavoko, NEMA, industrial pollution, effluent, dust, Machakos, residents",Yes,0.87,Daily Nation directly cited.
KEN-MCK-081,KEN-MCK-081,Machakos,Syokimau - Endmor Steel - NEMA Water Pollution Suit,1/1/2020,12/31/2024,"Syokimau residents sued NEMA for failing to tame Endmor Steel Millers Ltd's environmental violations, including water pollution affecting the Athi River corridor adjacent to the Mavoko/Syokimau peri-urban area.",Water-Land,Endmor Steel Millers - NEMA Water Pollution Complaint - Syokimau,Syokimau Residents; NEMA; Endmor Steel Millers Ltd; Machakos County; ELC Machakos,The Daily Nation's Syokimau story (referenced via a tag page) documented that residents 'have sued NEMA for failing to tame Endmor Steel Millers Ltd.' This confirmed a court action against NEMA -” a documented regulatory failure claim -” for not enfo,Daily Nation,https://nation.africa/kenya/counties/machakos/why-syokimau-landowners-are-seeking-protection-from-machakos-assembly-5450162,Print/Online News,-1.39,37,0,Unknown,ELC Suit Against NEMA,Ongoing,"Endmor Steel, NEMA, Syokimau, water pollution, Athi River, regulatory failure, suit, Machakos",Yes,0.88,Daily Nation directly cited.
KEN-MCK-083,KEN-MCK-083,Machakos,Machakos - Syokimau Land Scam - 3763 Investors,1/1/2010,12/31/2022,"The Syokimau land scam that left 3,763 investors homeless followed a pattern similar to the Mavoko Municipal Council allotment fraud -” dubious merchants sold non-existent plots. The Daily Nation explicitly referenced this scam in its Syokimau assembly",Water-Land,Syokimau Land Scam - 3763 Investors Left Homeless,"3,763 Investor Victims; Land Fraudsters; Syokimau Farmers Association; Machakos County; DCI","The Daily Nation (May 2026) reporting on the Syokimau Developers County Assembly petition (KEN-MCK-073) explicitly referenced: 'Syokimau land scam that left 3,763 investors homeless unravelled in a similar fashion with dubious merchants.' This confirms t",Daily Nation,https://nation.africa/kenya/counties/machakos/why-syokimau-landowners-are-seeking-protection-from-machakos-assembly-5450162,Print/Online News,-1.39,37,0,3763,Criminal Investigation - DCI,Ongoing,"Syokimau, land scam, 3763 investors, homeless, dubious merchants, Machakos, fraud, SGR corridor",Yes,0.93,Daily Nation directly cited. Investor figure confirmed.
KEN-NBI-252,KEN-NBI-252,Nairobi,Parklands - Residents Association - High-Rise Block on Permits April 2025,1/1/2024,4/1/2025,"Parklands Residents Association obtained court orders in April 2025 extending a block on Nairobi County Government processing any high-rise construction permits in the estate, arguing high-rise development destroyed roads, caused flooding, and violated c",Water-Land,Parklands Residents Association - Court Orders Extend Block on High-Rise Permits April 2025,Parklands Residents Association; Nairobi County Government; Private Developers; ELC Nairobi,Daily Nation (1 April 2025) reported: 'Parklands residents have obtained court orders extending a block on Nairobi County Government processing any high-rise construction permits in the estate. Concerned by upcoming high-rise buildings for residential an,Daily Nation,https://nation.africa/kenya/counties/nairobi/court-reprieve-for-parklands-residents-battling-construction-of-high-rise-buildings-4986742,Print/Online News,-1.263,36.824,0,Unknown,Court Block on Permits - April 2025,Active - Court Order,"Parklands Residents Association, court orders, block on permits, high-rise, flooding, roads destroyed, April 2025, Nairobi County",Yes,0.96,Daily Nation directly cited.
KEN-NBI-398,KEN-NBI-398,Nairobi,Nairobi - Daily Nation March 2026 - Aberdare Investments vs KENHA - Sh2 Million Award - Flood Damages,1/1/2024,3/11/2026,Daily Nation (March 2026) cited 'Aberdare Investments Limited v Kenya National Highways Authority (2024)' -” where the court awarded Sh2 million in damages after property was flooded due to poor drainage design linked to the Thika Superhighway project.,Water-Land,Aberdare Investments vs Kenya National Highways Authority 2024 - Sh2 Million Flood Damages - Thika Superhighway Drainage Design,Aberdare Investments Limited; Kenya National Highways Authority (KENHA); ELC/Court; Daily Nation,"Daily Nation (11 March 2026) documented: 'In Aberdare Investments Limited v Kenya National Highways Authority (2024), the court awarded Sh2 million in damages after property was flooded due to poor drainage design linked to the Thika Superhighway project",Daily Nation,https://nation.africa/kenya/counties/nairobi/how-nairobi-residents-can-win-in-court-over-flood-losses-5387586,Print/Online News; Court Record,-1.24,36.92,0,Unknown,Court Award - Sh2 Million,Resolved (Judgment),"Aberdare Investments, KENHA, Thika Superhighway, poor drainage design, Sh2 million, flood damages, 2024 court case, Nairobi County dismissed, evidence burden",Yes,0.94,Daily Nation directly cited.
KEN-MCK-123,KEN-MCK-123,Machakos,Machakos - Athi River - 2020 Fish Deaths Industrial Pollution,1/1/2020,12/31/2020,"In 2020, dozens of fish and fingerlings were found dead along the banks of the River Athi within Mavoko township -” specifically cited as following 'allegations that a [company had discharged effluent].' NEMA investigated.",Water-Land,River Athi Mavoko - Dozens of Fish and Fingerlings Dead - 2020 Industrial Pollution,Fish; NEMA; MAWASCO; EPZ Tenants; Mavoko Industrial Zone; Daily Nation Healthy Nation,"The Daily Nation's 'Slow Death of Athi River' investigation (January 2026) documented: 'In 2020, dozens of fish and fingerlings were found dead along the banks of the River Athi within Mavoko township, following allegations that a [industrial operator ha",Daily Nation,https://nation.africa/kenya/health/-the-slow-death-of-athi-river-a-toxic-mix-of-industrial-greed-and-climate-change-5314338,Print/Online News,-1.4659,37.0783,0,0,NEMA Investigation,Historically Investigated,"fish kill, River Athi, Mavoko, 2020, industrial pollution, effluent, NEMA, EPZ, MAWASCO, fingerlings, acute pollution",Yes,0.88,Daily Nation directly cited.
KEN-MCK-124,KEN-MCK-124,Machakos,Machakos - River Athi - Post-2017 Drying - Seasonal Flow Only,1/1/2017,1/5/2026,"James Musyoka (56), a lifelong Athi River resident, documented to the Daily Nation (January 2026) that since 2017 the Athi River has largely dried up in Mavoko, flowing only during rainy seasons -” when it paradoxically floods its banks and displaces t",Water-Land,River Athi Post-2017 Dry Except Rainy Season - Sole Water Source for Many Communities,Mavoko Township Communities; James Musyoka (56); Daily Nation Healthy Nation; MAWASCO; Informal Settlements Along Athi River,"The Daily Nation (January 2026) documented James Musyoka's testimony: 'since 2017, the river has largely dried up, flowing only during rainy seasons and even then, it often breaks its banks, flooding the dozens of families who have encroached on its ripa",Daily Nation,https://nation.africa/kenya/health/-the-slow-death-of-athi-river-a-toxic-mix-of-industrial-greed-and-climate-change-5314338,Print/Online News,-1.4659,37.0783,0,Unknown,Active - Chronic Water Insecurity,Ongoing - Structural,"River Athi, dried up 2017, seasonal flow, six slums, Mavoko, James Musyoka, floods and drying, compound conflict, sole water source",Yes,0.95,Daily Nation directly cited.
KEN-MCK-153,KEN-MCK-153,Machakos,Athi River - Azolla Nile Cabbage Methane - River Declared Stagnant Sewer 2025-2026,1/1/2017,1/5/2026,"Daily Nation (January 2026) showed a photograph of environmental scientist Daniel Wanjuki pointing to Azolla (Nile cabbage) covering a section of the polluted River Athi, documented as 'a stagnant sewer' emitting methane. The river 'once had hippos and f",Water-Land,River Athi Mavoko - Azolla Nile Cabbage Blanket - Methane Emission - Once Had Hippos - Daily Nation 2026,Daniel Wanjuki (Environmental Scientist); Daily Nation Healthy Nation; Machakos County; Mavoko Township; NEMA; River Athi Ecosystem,"The Daily Nation (January 2026) published the photograph captioned: 'Daniel Wanjuki, an environmental scientist, showing Azora (Nile cabbage) that covers a section of the polluted Athi River in Machakos County on December 20 2025.' The article documented",Daily Nation,https://nation.africa/kenya/health/-the-slow-death-of-athi-river-a-toxic-mix-of-industrial-greed-and-climate-change-5314338,Print/Online News,-1.4659,37.0783,0,Unknown,Active - Ecological Collapse,Ongoing - Structural,"Azolla, Nile cabbage, methane, River Athi, hippos, stagnant sewer, ecological collapse, 1980s fish, Daniel Wanjuki, December 2025",Yes,0.97,Daily Nation directly cited.
KEN-MCK-194,KEN-MCK-194,Machakos,Athi River Township - Daily Nation January 2026 - Slow Death Athi River - Azolla Methane Hippopotami Gone,1/1/2017,1/5/2026,Daily Nation (January 5 2026) documented the 'slow death of Athi River': hippopotamuses and diverse fish species gone since the 1980s-1990s; stagnant water blanketed by Azolla (Nile cabbage); methane emissions; raw sewage from informal settlements and fa,Water,Athi River Slow Death - Daily Nation January 2026 - Azolla Methane Hippopotami Gone 1980s-1990s - Stagnant Sewage Industrial Zone,Daily Nation; Athi River Township Residents; Textile Agro-chemical Liquor Leather Cement Steel Pharmaceutical Companies; Industrial Zone,"Daily Nation (5 January 2026) published 'The slow death of Athi River: A toxic mix of industrial greed and climate change': 'Heavy pollution and the adverse effects of climate change are choking the iconic Athi River, endangering the lives of thousands o",Daily Nation,https://nation.africa/kenya/health/-the-slow-death-of-athi-river-a-toxic-mix-of-industrial-greed-and-climate-change-5314338,Print/Online News,-1.4659,37.0783,0,Unknown,Academic/Media Documentation,Ongoing - Structural,"Athi River, slow death, hippopotami gone, Azolla Nile cabbage, methane, stagnant sewage, industrial zone, textile agro-chemical liquor leather cement steel pharmaceutical, January 2026",Yes,0.98,Daily Nation directly cited.
KEN-NBI-442,KEN-NBI-442,Nairobi,Nairobi - Daily Nation 2004 - NCWSC Water Infamy - Cartels 50 Percent Unaccounted - Former Mayor Umoja Illegal Tankers - MP South C,1/1/2004,12/31/2004,"Daily Nation (2004) documented: NCWSC investigations established 50%+ of treated piped water unaccounted for through a cartel. Umoja illegal connection operated by a former mayor -” diverting water from main pipe to tankers at night, sold to residents;",Water,NCWSC Water Cartels 2004 - 50 Percent Water Unaccounted - Former Mayor Umoja Illegal Night Tankers - MP South C Hub,Nairobi City Water and Sewerage Company (NCWSC); Former Mayor (unnamed); MP South C (unnamed); KCC (Kenya Cooperative Creameries Dandora); Daily Nation/Victor Bwire,"Daily Nation documented (Victor Bwire investigative report): 'Investigations by the NWSC have established that through the cartel, over 50 per cent of the total volume of treated and piped water in the city goes unaccounted for. Umoja's illegal connectio",Daily Nation,https://nation.africa/kenya/life-and-style/insidestory-nairobi-s-water-infamy-729002,Print/Online News,-1.2864,36.8172,0,Unknown,Investigations Ongoing,Ongoing - Structural,"NCWSC water cartel, 50 percent unaccounted, former mayor, Umoja illegal tankers, JKIA pipe, MP South C hub, Eastleigh extortion, KCC Dandora, 2004",Yes,0.92,Daily Nation directly cited.
KEN-KBU-162,KEN-KBU-162,Kiambu,Ruiru - Northlands City Uhuru Dam - Kenyatta Family - December 2019 Flooding Varsityville,1/1/2015,12/5/2019,"Daily Nation (December 2019) documented: Northlands City -” a Kenyatta family mega-development on 11,800 acres in Ruiru, Kiambu -” flooded Varsityville estate homes when the spillway height of Uhuru Dam (also called Sukari Dam) was raised in May 2019",Water-Land,Northlands City Uhuru Dam Raised Spillway December 2019 - Kenyatta Family Project - Varsityville Flooded - Embankment Blocks Natural Flow,Northlands City (Kenyatta family); Varsityville Estate Residents; Brookside Collection/Cooling Centre; Daily Nation,"Daily Nation documented: 'Developers of an upcoming city, owned by the Kenyatta family in Ruiru, are on the spot after their dam caused rain water to flood homes in surrounding areas in the small hours of Thursday. Northlands City, a mega urban developme",Daily Nation,https://nation.africa/kenya/news/Uhuru-Dam-bursts-its-banks/1056-5373852-dhnm77z/index.html,Print/Online News,-1.15,36.98,0,Unknown,Historical - Flood Event,Resolved (Historical),"Northlands City, Kenyatta family, Uhuru Dam, Sukari Dam, raised spillway, Varsityville flooded, December 2019, 11800 acres, embankment blocks natural flow, Ruiru",Yes,0.96,Daily Nation directly cited.
KEN-NBI-174,KEN-NBI-174,Nairobi,Kileleshwa - Mbaazi Avenue - Lavington - 16-Storey Zoning Dispute,1/1/2024,9/19/2025,"Mbaazi Avenue Residents Association in Lavington challenged a Nairobi City County approval for Metricon Home Nairobi Co. Ltd to construct a 16-storey building on a one-acre plot with 512 housing units, arguing the project violated area zoning, blocked li",Water-Land,Mbaazi Avenue Residents vs Metricon Homes - 16-Storey Zoning Challenge 2024-2025,Mbaazi Avenue Residents Association (Mara); Metricon Home Nairobi Co. Ltd; Nairobi City County; NEMA,"The Daily Nation (October 2025) documented that the Mbaazi Avenue Residents Association (Mara) in Lavington had moved to court to challenge Metricon Home Nairobi Co. Ltd, a developer who planned to construct a 16-storey building in the area. Mara argued",Daily Nation,https://nation.africa/kenya/news/bungalows-highrises-nairobi-stands-at-zoning-crossroads-5226386,Print/Online News,-1.285,36.787,0,Unknown,Court Challenge Filed,Ongoing - 2024-2025,"Mbaazi Avenue, Metricon, Lavington, 16 storeys, 512 units, one acre, zoning, water, sewerage, Millennium Gardens, Mara",Yes,0.93,Daily Nation directly cited. Named parties and development specifications confirmed.
KEN-MCK-162,KEN-MCK-162,Machakos,Mavoko - Athi River - NEMA Identified Sewer Blockages Nairobi-Machakos Cross-County,1/1/2004,12/31/2023,NEMA's 2023 report to the National Assembly identified specific cross-county sewer blockages contributing to River Athi pollution including the Donholm-Tassia bridge sewer line (Nairobi) and the Kiambu sewerage system -” confirming cross-county polluti,Water-Land,NEMA 2023 - Cross-County Sewer Blockages - Donholm-Tassia Bridge and Kiambu Sewerage System,NEMA; Nairobi City County; Kiambu County; Machakos County; MAVWASCO; Multiple Residents Downstream,"Daily Nation (11 September 2023) documented the NEMA report's specific infrastructure blockages: 'Bursting and blockages of sewers at St. George's primary school sewer line, Muthurwa sewer line, Donholm-Tassia bridge sewer line, Murang'a Road (Globe cine",Daily Nation,https://nation.africa/kenya/news/effluent-from-estates-blamed-for-pollution-of-river-athi-nema-4365712,Print/Online News,-1.4659,37.0783,0,Unknown,Documented Pollution Infrastructure,Active - Multi-County Remediation Required,"NEMA 2023, Donholm-Tassia bridge sewer, Kiambu sewerage system, Maruba Machakos, EPZ sewer, cross-county pollution, 10 specific blockage points",Yes,0.95,Daily Nation directly cited.
KEN-KBU-147,KEN-KBU-147,Kiambu,Juja - Lesedi Developers - DCI - 2022 Fraud - Plots Sold Twice - Sh1 Billion,1/1/2019,9/30/2023,"Lesedi Developers Ltd (Thika/Juja, Kiambu County) defrauded hundreds of investors -” selling the same plots twice, failing to deliver properties, and disappearing with funds. DCI arrested director Geoffrey Kiragu in 2022 on Sh1 billion fraud charges. A",Land,Lesedi Developers Juja Thika - DCI Arrest Geoffrey Kiragu 2022 - Sh1 Billion - Plots Sold Twice - KES 749000 Fraud,"Lesedi Developers Limited; Geoffrey Kiragu (Director, arrested); DCI Thika; Hundreds of Investors; Ryan Marvin Karanja; Dennis Kikuvi; Bernadette Wanjiru","Daily Nation documented the Lesedi case: director Geoffrey Kiragu was arrested at Kenol, Murang'a while attempting to sell land to new victims. Charge sheet: 'On diverse dates between February 15, 2022 and March 25, 2022 in Thika within Kiambu County, wh",Daily Nation,https://nation.africa/kenya/news/lesedi-chief-geoffrey-kiragu-denied-bail-4384822,Print/Online News; Court Record,-1.1022,37.014,0,Unknown,Criminal Case - Kiragu Charged,Active - Criminal Trial,"Lesedi Developers, Geoffrey Kiragu, DCI arrest, Sh1 billion, Juja Thika, plots sold twice, 2022 charges, KES 749000, fraud, Kiambu ELC",Yes,0.97,Daily Nation directly cited.
KEN-MCK-024-B,KEN-MCK-024,Machakos,Mavoko - Mayland Estate,1/1/2021,2/13/2023,A land cartel backed by powerful political and business figures in Mavoko blocked legitimate landowners from accessing their property. NIS briefs identified foreign financing. The Daily Nation exposed the scheme in February 2023.,Water-Land,Land Cartel - Fraudulent Title,Mayland Residents Association (700+ members); Kamulu Housing; DCI; Land cartel (NIS: foreign-financed); Mavoko Residents,"The Daily Nation investigation published February 2023 revealed that powerful figures including a governor, the governor's brother, two lawmakers, and a senior police officer were named by victims of land grabbing in Mavoko. NIS intelligence briefs seen",Daily Nation,https://nation.africa/kenya/news/revealed-powerful-figures-behind-deadly-mavoko-land-gangs-4121648,Print/Online News,-1.47,37.03,2,700+,DCI Investigation; ELC Case Ongoing,Ongoing - Investigation and Litigation,"Mavoko, land cartel, Mayland, Kamulu Housing, NIS, DCI, title deeds, BAT land, political figures, Machakos",Yes,0.93,"Daily Nation directly cited. Named actors, court case and intelligence reference confirmed."
KEN-MCK-033-B,KEN-MCK-033,Machakos,Athi River - BAT Land Occupation Conflict,1/1/2000,2/13/2023,"Land sold by British American Tobacco (BAT) in the early 1990s in Athi River became subject to cartel activity, with legitimate purchasers unable to access their properties due to cartel-hired gangs.",Water-Land,Former Industrial Land - Cartel Occupation,British American Tobacco (BAT) former land; BAT Land Purchasers (from 1992); Land Cartels; DCI; Mavoko ELC,The Daily Nation's February 2023 investigation into Mavoko land cartels documented that a Nairobi businessman who purchased land from British American Tobacco (BAT) in 1992 was barred from accessing his property by hired gangs working for cartel interest,Daily Nation,https://nation.africa/kenya/news/revealed-powerful-figures-behind-deadly-mavoko-land-gangs-4121648,Print/Online News,-1.4659,37.0783,2,Unknown,DCI Criminal Investigation,Ongoing - Investigation,"BAT land, Athi River, cartel, lawful title, DCI, NIS, Mavoko, 1992, physical obstruction, Machakos",Yes,0.93,Daily Nation directly cited. Named companies and investigation details confirmed.
KEN-MCK-040,KEN-MCK-040,Machakos,Mavoko - Mayland Phase 1-3,1/1/2017,12/31/2024,"About 700 members of the Mayland Residents Association paid KSh 45,000 each to a Nairobi-based lawyer who promised to process title deeds for land purchased from Kamulu Housing in Mavoko. The deeds were never issued. The case remained in litigation befor",Water-Land,Mayland Housing Scheme Fraud - Ongoing Litigation,Mayland Residents Association (700+ members); Kamulu Housing; ELC Machakos - Justice Annette Nyukuri; DCI; Land Converters Ltd,"The Daily Nation investigation (February 2023) detailed that the Daily Nation established that those who purchased land from Kamulu Housing in Mavoko (referred to as Mayland Phase one, two, and three) were told by a Nairobi-based lawyer that he could hel",Daily Nation,https://nation.africa/kenya/news/revealed-powerful-figures-behind-deadly-mavoko-land-gangs-4121648,Print/Online News; Court Record,-1.47,37.03,0,700+,ELC Litigation - Active,Ongoing,"Mayland, Kamulu Housing, title deeds, fraud, Mavoko, ELC Machakos, Nyukuri, John Oduor, 700 members, Machakos",Yes,0.93,Daily Nation directly cited. Named parties and amounts confirmed.
KMB-003,KMB-003,Kiambu,Kiambu County (multiple locations),1/1/2003,12/31/2024,"Kihiu Mwiri Ranching Company records 100+ deaths over two decades in violent clashes over land control; cartels involving police, military, politicians, judiciary implicated",Land Conflict,Ranching Company Land Disputes,"Kihiu Mwiri Ranching Company factions, land cartels, county officials",Kihiu Mwiri Ranching Company in Kiambu County has recorded more than 100 deaths over the past two decades as rival factions clashed violently over land control. Lands Cabinet Secretary Alice Wahome acknowledged the existence of cartels that specialise in,Daily Nation,https://nation.africa/kenya/weekly-review/hotspots-of-kenya-s-deadly-land-disputes--5036208,News / Investigative,-0.98,36.72,100+ deaths over 20 years,Hundreds of shareholders,Multiple ongoing court cases,Pattern of violence continues; cartels largely unprosecuted,Kihiu Mwiri Ranching Company Kiambu land conflict cartel deaths 2003 2024,High,0.9,Documented by Daily Nation investigative team 2023-2024
