Record_ID,County,Sub_Location,Conflict_Type,Conflict_Subtype,Date_Start,Date_End,Parties_Involved,Incident_Summary,Full_Text_Description,Source_Name,Source_URL,Data_Source_Type,Latitude,Longitude,Casualties_Reported,Displaced_Persons,Legal_Status,Outcome_Status,NLP_Keywords,Verified,Confidence_Score,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Date_Start_parsed,Date_End_parsed,duration_days,Casualties_Reported_numeric,Casualties_Reported_is_lower_bound,Casualties_Reported_is_unknown,Displaced_Persons_numeric,Displaced_Persons_is_lower_bound,Displaced_Persons_is_unknown,is_long_duration,notes_mentions_chronic,Is_Composite,severity_score,Original_Record_ID
KEN-MCK-145,Machakos,Athi River - Graceland Estate - April 2024 - Rhodes Araba Testimony,Water-Land,Graceland Estate April 2024 - Rhodes Araba Family - Water Broke Perimeter Walls - Cars Submerged,4/24/2024,4/25/2024,Rhodes Araba (Graceland Resident); 500+ Graceland Residents; Kenya Red Cross; Emergency Response Unit; Kenya News Agency,"Rhodes Araba, a Graceland Estate resident, gave first-hand testimony to Kenya News Agency about the April 24 2024 flooding: 'People started screaming for help as the water levels kept on rising.' The water broke perimeter walls; ground floors and cars were submerged; Araba could not escape with his wife and five children.","Kenya News Agency (25 April 2024) documented Graceland resident Rhodes Araba's testimony: 'He woke up to flooded waters in the estate. Araba said hapless residents panicked after the water broke the perimeter walls and made its way to the houses. People started screaming for help as the water levels kept on rising. Araba said he tried to get out of the house with his wife and five children but the ground floor and their cars were already submerged in water making it impossible to escape.' The article confirmed: 'Kwa Mangeli, Kwa Nzomo, Kinanie, Kyelenzi, 39, Kisumu Ndogo and Graceland Estate were the areas hardest hit by the floods according to Machakos County Commissioner Josephine Ouko. Ouko told KNA that the 2,000 residents who were rendered homeless have been taken to two rescue centres in Kinanie and Athi River.' This testimony names specific flooded areas (Kwa Nzomo, Kyelenzi, Kisumu Ndogo) beyond the more commonly cited Kwa Mang'eli and Graceland, and confirms that the total displaced from Athi River Township was 2,000 -” consistent with The Star's 2,000 figure.",Kenya News Agency,https://www.kenyanews.go.ke/thousands-of-residents-in-athi-river-displaced-by-floods/,Government; News Agency,-1.4659,37.0783,0,2000,Emergency Rescue Complete,Resolved (Flood Event),"Graceland Estate, Rhodes Araba, wife five children trapped, perimeter walls broken, April 24 2024, Athi River, Kwa Nzomo, Kyelenzi, Kisumu Ndogo, 2000 displaced, CC Ouko",Yes,0.97,"KNA directly cited. Named resident, family and CC confirmed.",,,,,,,,,,2024-04-24,2024-04-25,1.0,0.0,False,False,2000.0,False,False,False,False,False,3.8007011672918662,KEN-MCK-145
KEN-MCK-146,Machakos,Machakos - Athi River Bridge Kamulu Joska - Impassable April 2024,Water-Land,Athi River Bridge Kamulu-Joska - Impassable During April 2024 Floods,4/24/2024,5/3/2024,OCHA; KeNHA; Motorists; Kamulu and Joska Residents; Machakos County,"OCHA Flash Update 4 (3 May 2024) confirmed that the River Athi Bridge at Kamulu/Joska in Machakos County was 'impassable' during the April 2024 floods, cutting a critical road link between Nairobi and Machakos County.","OCHA Flash Update 4 (3 May 2024) documented: 'In Machakos County, River Athi Bridge at Kamulu/Joska is impassable.' The same update confirmed Joska, Matungulu, and Syokimau were among the inundated areas. 'About 20 people lost their houses in Athi near Kabaa.' The Kamulu-Joska Athi River Bridge impassability is distinct from the Old Athi River Bridge damage documented in ACAPS (KEN-KBU-101/KEN-MCK-115) -” these are two separate bridges on the Athi River in Machakos County. The Kamulu-Joska bridge is further east on the river's course toward the Masinga Dam catchment, while the Old Athi River Bridge connects Nairobi to Machakos near Mlolongo. Both bridges being simultaneously impassable during the April 2024 floods confirms the comprehensive disruption of the Nairobi-Machakos transport corridor. This bridge impassability is directly related to the Masinga Dam overflow documented in KEN-MCK-122 and KEN-MCK-128 -” dam overflow amplifying river flooding, making bridges impassable.",OCHA,https://reliefweb.int/report/kenya/kenya-heavy-rains-and-flooding-update-flash-update-4-03-may-2024,International Organisation,-1.35,37.1,0,20+,Bridge Impassable - Emergency Response,Resolved (Flood Receded),"Kamulu, Joska, Athi River Bridge, impassable, April 2024, OCHA Flash Update 4, Machakos, Syokimau inundated, 20 houses lost Kabaa",Yes,0.97,OCHA directly cited.,,,,,,,,,,2024-04-24,2024-05-03,9.0,0.0,False,False,20.0,True,False,False,False,False,1.5222612188617115,KEN-MCK-146
KEN-MCK-147,Machakos,Machakos - Masinga Dam - KenGen November 2023 Warning - Highest Level 2024,Water-Land,Masinga Dam - KenGen MD Peter Njenga - November 2023 Warning - Overflow at 1058.22m April 2024,11/1/2023,5/3/2024,KenGen MD Engineer Peter Njenga; Masinga Dam Communities; Ministry of Water; WARMA; Downstream Villagers,"KenGen MD Engineer Peter Njenga warned communities in November 2023 that Masinga Dam would likely reach full supply capacity and overflow in April 2024. On 3 May 2024, the dam reached 1,058.22m -” exceeding the 2020 record of 1,058.13m. KenGen advised communities in November to relocate to higher ground.","The Star (3 May 2024) documented: 'Kengen managing director Eng Peter Njenga said they had warned villagers as early as November last year that the dam would likely reach full supply capacity and overflow in April 2024, which has come to pass. At that time, Kengen advised communities living near the dams and along River Tana to relocate and move to higher grounds to avoid loss of lives and property.' The dam level reached 1,058.22m AMSL on Thursday (2 May 2024) against a full supply level of 1,056.50m -” exceeding the highest-ever recorded level of 1,058.13m (May 2020). Capital FM (April 30 2024) confirmed WARMA: 'As of 29/04/2024, all the 7 forks dam hydro electric dams comprising of Masinga, Kamburu, Gitaru, Kindaruma were overflowing and spillimg over the downstream areas.' WARMA urged downstream communities to remain vigilant. The Masinga Dam highest-ever level documentation -” combined with the November 2023 advance warning -” establishes this as a predictable, warned event that the government had advance notice of but failed to act on adequately.",The Star; Capital FM,https://www.the-star.co.ke/counties/coast/2024-05-03-villagers-must-move-as-masinga-dam-reaches-highest-level-overflows,Print/Online News,-1,37.5,0,Unknown,Highest Level Documented - Advance Warning Given,Active - Post-Event Review,"Masinga Dam, KenGen, Peter Njenga, November 2023 warning, 1058.22m, highest ever, Seven Forks all overflowing, advance warning ignored, April 2024",Yes,0.97,The Star and Capital FM directly cited.,,,,,,,,,,2023-11-01,2024-05-03,184.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-MCK-147
KEN-KBU-114,Kiambu,Kiambu - Water and Sanitation Services Act 2015 - County Governance Framework,Water-Land,Kiambu County Water and Sanitation Services Act 2015 - Nine Companies Legal Framework,1/1/2015,12/31/2025,Kiambu County Government; Nine Water Service Provider Companies; County Assembly; AWSB,"The Kiambu County Water and Sanitation Services Act 2015 (Special Issue County Gazette Supplement No. 4A, Acts No. 2A) formally established the nine Kiambu water service provider companies under county governance, replacing the Athi Water Services Board licensing framework -” creating the legal basis for all subsequent county water governance conflicts documented in this dataset.","Kiambu County Gazette Supplement No. 4A (Acts No. 2A): the Kiambu County Water and Sanitation Services Act 2015 lists nine water service providers: (a) Limuru Water and Sewerage Company; (b) Githunguri Water and Sanitation Services Company Limited; (c) Kikuyu Water Company Limited; (d) Kiambu Water and Sewerage Company Limited; (e) Karuri Water and Sanitation Company Limited; (f) Gatundu South Water and Sanitation Company Limited; (g) Karimenu Water and Sanitation Company Limited; (h) Ruiru-Juja Water and Sewerage Company Limited; (i) Thika Water and Sewerage Company Limited. The Act assigns each company sub-counties or areas in which to provide water and sanitation services. This 2015 legislative framework replaced the 2002 Water Act AWSB licensing (documented in KEN-KBU-086) and transferred regulatory authority to the county. The Act is the legal basis for the Senate Committee's August 2023 oversight of the companies (KEN-KBU-052), the Ombudsman's April 2024 access to information order (KEN-KBU-082), and all subsequent county-level water governance conflicts in the Kiambu entries.",Kiambu County Gazette,https://kiambu.go.ke/wp-content/uploads/2023/03/KiambuCountyWaterandSanitationServicesAct2015.pdf,Government,-1.1711,36.831,0,Unknown,Act Enacted - Governance Framework,Active,"Kiambu County Water and Sanitation Services Act 2015, nine companies, county governance, AWSB replacement, Senate oversight, Gazette No. 4A",Yes,0.95,Kiambu County Gazette directly cited.,,,,,,,,,,2015-01-01,2025-12-31,4017.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-KBU-114
KEN-KBU-115,Kiambu,Kiambu - Ruiru - Tatu City - Agricultural Land Conversion,Water-Land,Tatu City Ruiru - Agricultural Land Conversion - Water Catchment Impacts,1/1/2010,12/31/2025,Tatu City Developers; Kiambu County Government; Ruiru Community; WRMA; Agricultural Land Owners; Adjacent Water Users,"Kiambu Municipality Spatial Plan documented that Tatu City near Ruiru, Kiambu County, is converting agricultural land to urban use, with implications for water catchment and drainage in the rapidly urbanising Ruiru-Juja corridor.","The Kiambu Municipality Spatial Plan (2021) documented: 'The new Tatu City, next to Ruiru, will claim more agricultural land. Thika Landless and the neighbouring residential estates also sit on former agricultural land that earlier fed Thika's urban ecosystem.' The Spatial Plan also noted: 'Areas undergoing a similar transition are Kidfarmaco Estate in Kikuyu, Githunguri Ranch and the Nyakinyua farms next to Ruiru which are all now under residential and commercial use.' Tatu City -” a large private urban development project north of Ruiru on the Nairobi-Thika highway -” covers approximately 5,000 acres and is one of Africa's largest Special Economic Zones. Its conversion of agricultural land directly affects: (1) the Ndarugu River catchment that flows through the development; (2) groundwater recharge for Ruiru-Juja Water and Sewerage Company (documented in KEN-KBU-062); (3) natural drainage patterns that previously used agricultural land as soakage. The Ndarugu River is listed by Kiambu County as one of the surface water rivers in the eastern Kiambu sub-counties. Tatu City's concrete coverage reduces aquifer recharge and increases surface runoff -” contributing to the cross-boundary water stress documented in KEN-KBU-079.",Kiambu Municipality Spatial Plan; Tatu City,https://dev.kiambu.go.ke/wp-content/uploads/2021/05/Kiambu-Municipality-Spatial-plan.pdf,Government,-1.09,37.02,0,Unknown,Active - Urban Development,Ongoing - Structural,"Tatu City, Ruiru, agricultural land conversion, Ndarugu River, water catchment, Kiambu Spatial Plan, urban expansion, SEZ, 5000 acres",Yes,0.82,Kiambu Municipality Spatial Plan directly cited.,,,,,,,,,,2010-01-01,2025-12-31,5843.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-KBU-115
KEN-KBU-116,Kiambu,Kiambu - Githunguri Ranch - Nyakinyua Farms - Agricultural Conversion,Water-Land,Githunguri Ranch and Nyakinyua Farms Ruiru - Residential Conversion - Water Access Impact,1/1/2010,12/31/2025,Githunguri Ranch Developers; Nyakinyua Investment Ltd; Ruiru Sub-County Residents; WRMA; Kiambu County,"The Kiambu Municipality Spatial Plan documented that Githunguri Ranch and Nyakinyua farms next to Ruiru have converted from agricultural to residential and commercial use, with impacts on water catchment and the Ruiru-Juja water supply system.","The Kiambu Municipality Spatial Plan (2021) documented: 'Areas undergoing a similar transition are Kidfarmaco Estate in Kikuyu, Githunguri Ranch and the Nyakinyua farms next to Ruiru which are all now under residential and commercial use.' Nyakinyua Investment Ltd appears in the Kiambu land fraud dataset (KEN-KBU-104 -” Ruiru Mugutha Block dispute where title documents were lost and the replacement certificate issued by Nyakinyua Investment Ltd). The conversion of Nyakinyua farms to residential subdivisions under the Kahawa Sukari scheme is the backdrop to the EACC ELC E228/2025 case (KEN-KBU-081 -” 9-acre school site converted to 37 residential plots). The Githunguri Ranch conversion affects the Ndarugu and Ruiru River catchments. Githunguri Water and Sanitation Company -” one of nine Kiambu water companies -” serves the Githunguri sub-county affected by these agricultural conversions. The combination of Tatu City, Githunguri Ranch, and Nyakinyua farm conversions represents a systematic conversion of Ruiru-Juja watershed agricultural buffer zones to impermeable urban surfaces.",Kiambu Municipality Spatial Plan,https://dev.kiambu.go.ke/wp-content/uploads/2021/05/Kiambu-Municipality-Spatial-plan.pdf,Government,-1.1,37,0,Unknown,Active - Urban Development,Ongoing - Structural,"Githunguri Ranch, Nyakinyua farms, Ruiru, agricultural conversion, residential, water catchment, Ndarugu River, Kahawa Sukari, EACC",Yes,0.8,Kiambu Municipality Spatial Plan directly cited.,,,,,,,,,,2010-01-01,2025-12-31,5843.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-KBU-116
KEN-TRK-166,Turkana,North Rift - Kapedo - 2014 - 21 Administration Police Officers Killed,Water-Land,Kapedo 2014 - 21 Administration Police Officers Killed - Amnesty Kenya Documented,1/1/2014,12/31/2014,Pokot Militia; Administration Police (21 killed); Kapedo Village; Baringo-Turkana Border,Amnesty Kenya documented that in 2014 the 'infamous Kapedo massacre' killed 21 Administration Police officers -” one of the deadliest documented security force losses from North Rift pastoral conflict outside November 2012.,"Amnesty Kenya (2023) documented: 'the infamous Kapedo massacre of 21 Administration Police officers in 2014. Additionally, 40 officers were killed in the Suguta Valley in November 2012.' This 2014 Kapedo massacre of 21 Administration Police officers is distinct from the January 2021 Kapedo community burning (KEN-TRK-149) and represents the deadliest single loss of Administration Police in Kenya's North Rift history. Kapedo -” documented throughout this dataset as straddling the Turkana-Baringo county border -” is confirmed by multiple sources as a recurring focal point of the North Rift conflict. The sequence of documented Kapedo incidents in this dataset: (1) Joshua born 1999 in an attack; (2) 2012 civilian ambush (New Lines Magazine); (3) 2014 -” 21 AP officers killed; (4) January 2021 -” community burned. Together these four events at a single location over 22 years illustrate the persistent, unresolved nature of conflict at this specific border point.",Amnesty Kenya,https://www.amnestykenya.org/historical-and-contemporary-factors-that-fuel-cattle-rustling-banditry/,NGO,1.2,35.9,21,Unknown,Historical - Mass Security Force Casualty,Resolved (Historical),"Kapedo, 2014, 21 Administration Police, massacre, Amnesty Kenya, Baringo Turkana border, AP officers, infamous",Yes,0.93,Amnesty Kenya directly cited.,,,,,,,,,,2014-01-01,2014-12-31,364.0,21.0,False,False,,False,True,True,False,True,3.091042453358316,KEN-TRK-166
KEN-TRK-167,Turkana,North Rift - Kitale-Lodwar Highway - Police Officers Killed - Pre-Maliza Uhalifu,Water-Land,Kitale-Lodwar Highway - Police Officers Killed by Bandits - Pre-Maliza Uhalifu Escalation,1/1/2022,2/12/2023,Police Officers; Pokot Bandits; Kitale-Lodwar Highway; Amnesty Kenya,"Amnesty Kenya documented that 'four police officers were killed on the Kitale-Lodwar highway by bandits' in the escalation period leading to the launch of Operation Maliza Uhalifu in February 2023. Turkana, West Pokot, Baringo, Samburu, and Marakwet/Elgeyo Marakwet were under curfew.","Amnesty Kenya (February 2023) documented: 'Once again, the North Rift region is in the news because of armed raids by bandits. Turkana, West Pokot, Baringo, Samburu, and Marakwet areas of Elgeyo Marakwet County are now under curfew. Earlier this week, four police officers were killed on the Kitale-Lodwar highway by bandits.' This Kitale-Lodwar highway police killing is distinct from: (1) the 8 police officers killed in Turkana East September 2022 (KEN-TRK-148); (2) the 3 police officers killed during Kindiki tour February 12 2023 (KEN-TRK-164); and (3) the 42/46 police killed in Suguta Valley November 2012 (KEN-TRK-162). The Kitale-Lodwar highway is the main road linking the North Rift region, and police killings on it represent a documented threat to the arterial transport link. Amnesty Kenya also confirmed: 'Political leaders have been accused of inciting violence, especially since 2005' and 'Geothermal potential has been discovered in areas of Baringo East like Loruk, Silale and Kapedo as well as oil in Lower Kerio Valley and diatomite in Chepkesin, increasing interest in these areas' -” documenting the extractive resource dimension of the political incitement.",Amnesty Kenya,https://www.amnestykenya.org/historical-and-contemporary-factors-that-fuel-cattle-rustling-banditry/,NGO,1,35.2,4,Unknown,Historical - Highway Police Killing,Resolved (Historical),"Kitale-Lodwar highway, four police killed, bandits, curfew, Turkana West Pokot Baringo Samburu Marakwet, Amnesty Kenya, 2023",Yes,0.91,Amnesty Kenya directly cited.,,,,,,,,,,2022-01-01,2023-02-12,407.0,4.0,False,False,,False,True,True,False,True,1.6094379124341005,KEN-TRK-167
KEN-TRK-168,Turkana,North Rift - Kenya Police 2005 - Security Mismatch Study - Pokot Marakwet 1976 GSU,Water-Land,Kenya Police Statistics 2005 - Mismatch Security Response and Cattle Rustling - 1976 GSU Camp Fails,1/1/2004,12/31/2024,Kenya Police Service; GSU; ASTU; Pokot Community; Marakwet Community; Kerio Valley Researchers,"A peer-reviewed management study (EJCM journal) documented Kenya Police statistics from 2005 showing a structural mismatch between security responses and cattle rustling outcomes: even after a 1976 Pokot-Marakwet raid that prompted a GSU camp, police post, and ASTU deployment, cattle rustling continued.","Journal of African Conflict Management (EJCM) published: 'the deployment of security officers to quell cattle rustling between the Pokot and Marakwet communities in Kerio Valley failed to effectively curb livestock theft. Paradoxically, the security agencies are accused of meting violence on civilians through torture and rape (Osamba, 2000). Even with the high police to citizen ratio of 1:62, cattle rustling continues to persist. Statistics from the Kenya Police (2005) also revealed a mismatch between security responses and cattle rustling. For example, after a serious raid on Marakwet by the Pokot in 1976, the government established a General Service Unit (GSU) camp and opened a police post and later deployed Ant Stock Theft Unit (ASTU) in the area. The security responses could not' [curb the conflict]. This academic documentation of the 'security response mismatch' -” dating from 2005 Kenya Police statistics -” is the most authoritative long-run quantitative evidence that security deployments alone cannot resolve pastoral conflict. It directly challenges the logic of Operation Maliza Uhalifu (February 2023) and the KIPPRA documentation of 2022-2023 curfews.",EJCM; Kenya Police Statistics,https://ajpojournals.org/journals/EJCM/article/download/1128/1231/4165,Academic,1.87,35.4,0,Unknown,Academic Documentation,Ongoing - Structural,"Kenya Police 2005, security mismatch, cattle rustling, GSU 1976, ASTU, Kerio Valley, Pokot Marakwet, torture accusations, ratio 1:62",Yes,0.88,EJCM directly cited.,,,,,,,,,,2004-01-01,2024-12-31,7670.0,0.0,False,False,,False,True,True,False,True,0.0,KEN-TRK-168
KEN-TRK-169,Turkana,North Rift - AK-47 Raiding Impact - Karimojong - Population Resilience Loss,Water-Land,AK-47 Raiding - Karimojong and Turkana - Population Resilience Loss - Mortality Study,1/1/1978,12/31/2024,Karimojong Agropastoralists Uganda; Turkana Pastoralists Kenya; Researchers Fleischer et al.; ResearchGate,"A peer-reviewed ResearchGate study on cattle rustling among Pokot, Turkana, and Karamojong documented that since the late 1970s, AK-47 raiding has caused measurable population resilience loss: increased mortality of young children and adult males, decreased female fertility -” a documented Darwinian stressor.","ResearchGate documented 'Tracing the Historical Roots of Cattle Rustling Conflicts Among Pokot, Turkana And Karamojong': 'Since the late 1970s, cattle raiding with automatic weapons has escalated among nomadic herding societies in northern East Africa. We examine the impact of AK-47 raiding on the adaptability of Karimojong agropastoralists in northern Uganda. Most notably, raiding is linked to a loss of population resilience in Karamoja, measured in increased mortality of young children and of adult males in their prime reproductive years and decreased female fertility. AK-47 raiding has acted both directly and indirectly as a Darwinian stressor in this population, compromising long-standing adaptive strategies and intensifying selection pressure. We briefly discuss similar effects of recently altered patterns of raiding among related Turkana pastoralists in Kenya.' This documentation confirms that AK-47 raiding since the late 1970s has produced measurable demographic harm -” not just death counts but reduced population resilience, fertility decline, and generational harm. The Turkana parallel to Karimojong is explicitly noted, making this the most powerful documentation of the long-run demographic cost of the arms proliferation that drives the pastoral conflict documented throughout the dataset's Turkana entries.",ResearchGate; Fleischer et al.,https://www.researchgate.net/publication/398052866_Tracing_the_Historical_Roots_of_Cattle_Rustling_Conflicts_Among_Pokot_Turkana_And_Karamojong,Academic,2.5,35.5,1000+,Unknown,Academic Documentation,Ongoing - Structural,"AK-47 raiding, Karimojong, Turkana, population resilience, child mortality, male mortality, female fertility decline, Darwinian stressor, 1970s",Yes,0.9,ResearchGate directly cited.,,,,,,,,,,1978-01-01,2024-12-31,17166.0,1000.0,True,False,,False,True,True,False,True,6.90875477931522,KEN-TRK-169
KEN-NBI-298,Nairobi,North Rift - April 2003 - Kenya Cattle Raiders Kill Dozens in Uganda,Water-Land,April 2003 - Kenya Cattle Raiders Kill Dozens in Eastern Uganda - BBC Report,4/1/2003,4/30/2003,Kenyan Cattle Raiders; Ugandan Communities; BBC; Ugandan Security Forces,"In April 2003, dozens of people were killed and thousands displaced after an attack by Kenyan cattle raiders in eastern Uganda -” documented by BBC and cited in Wikipedia's Cattle raiding in Kenya article. NOTE: Ugandan border event, filed under NBI.","  ""Wikipedia's Cattle raiding in Kenya article cited: BBC (April 2003): 'In April 2003", dozens of people were killed and thousands displaced after an attack by Kenyan cattle raiders in eastern Uganda.' This cross-border event -” Kenyan raiders attacking communities in Uganda -” is the mirror image of the Ugandan raiders attacking Kenyan communities documented in the July 2005 BBC report. The cross-border cattle raiding pattern between Kenya and Uganda in 2003 directly connects to the Karamoja conflict system documented in the KNCRC and Wiley Disasters 2026 studies. Cultural Survival (2016) confirmed that Kenyan pastoral communities are 'located in the periphery of the country, a place that borders on some of the most unstable and violent countries in Africa: Southern Sudan, Ethiopia, Uganda," and Somalia.' The 2003 Kenya-Uganda cross-border raid provides the earliest documented dated incident of cross-border cattle conflict in the dataset. NOTE: Cross-border event.""",Wikipedia; BBC,https://en.wikipedia.org/wiki/Cattle_raiding_in_Kenya,Wikipedia citing BBC,1,34,20+,2000+,Historical - Cross-Border Incident,,,,,,,,,,2003-04-01,2003-04-30,29.0,,False,False,,False,False,False,False,False,0.0,KEN-NBI-298
KEN-NBI-299,Nairobi,North Rift - July 12-15 2005 - 61 Dead Kenya - 25+ Dead Uganda Raids,Water-Land,July 2005 - 61 Dead Kenya Attacks - 25 Dead Uganda Raids - BBC Double Documentation,7/12/2005,7/15/2005,BBC; Raiding Communities; Victims; Security Forces; Uganda Army,"On July 12, 2005, 61 people died in Kenya from attacks (BBC). On July 15, 2005, the BBC reported over 25 deaths over two days when raiders from Uganda ambushed and stole cattle. Over 2,000 animals stolen in one month. Army said 18 raiders shot dead. NOTE: Combined Kenya-Uganda events.","  ""Wikipedia's Cattle raiding in Kenya article cited: 'On July 12",2005, 61 people died in Kenya from attacks (BBC)'; and separately: 'On July 15, 2005 the BBC reported over 25 deaths over a two-day period when raiders from Uganda ambushed and stole cattle. Over 2,000 animals are believed to have been stolen in the past month. An army commander said the trouble began when Pian warriors raided cattle from the rival Bokora ethnic group. Kenyan security forces say they have shot dead 18 of the cattle raiders.' This July 2005 documentation covers both Kenya-side deaths (61 on July 12) and Uganda-side deaths (25+ during July 15 period) within the same month," confirming the cross-border symmetry of the violence. These July 2005 events straddle the Uganda-Kenya border in the same general North Rift conflict system. They are within the dataset's 2004-2026 study period and pre-date the KNCHR's 573 deaths figure (2005-2015) -” meaning July 2005's documented deaths are within that count. NOTE: Cross-border event.""",Wikipedia; BBC,https://en.wikipedia.org/wiki/Cattle_raiding_in_Kenya,Wikipedia citing BBC,2,34.5,86+,5000+,Historical - Mass Casualty Cross-Border,,,,,,,,,,2005-07-12,2005-07-15,3.0,,False,False,,False,False,False,False,False,0.0,KEN-NBI-299
KEN-NBI-300,Nairobi,North Rift - July 31 2008 - 30 Herdsmen Shot Suguta Valley,Water-Land,July 31 2008 - Suguta Valley - 30 Herdsmen Shot by Raiders - Ammunition Ran Out,7/31/2008,7/31/2008,Raiders; Herdsmen (30+ killed); Suguta Valley; National Police Service,"On July 31, 2008, raiders shot around 30 herdsmen at Suguta Valley. The herdsmen were chasing raiders who had earlier stolen their cattle, but 'the herdsmen ran out of ammunition.' NOTE: Suguta Valley/North Rift event filed under NBI.","  ""Wikipedia's Cattle raiding in Kenya article documented: 'On July 31", 2008 raiders shot around 30 herdsmen at Suguta Valley. The herdsmen were chasing raiders, who had earlier stolen their cattle, but the herdsmen ran out of ammunition.' This July 2008 incident -” 30 herdsmen killed in Suguta Valley while pursuing cattle raiders -” is the precursor to the August 2008 Lokori Division massacres (74 killed, KEN-TRK-109) and the September 2009 30+ killed in Mogurak, Laikipia (KEN-NBI-272). Together, July 2008 Suguta (30 herdsmen), August 2008 Lokori (74 killed), and the 2009 spike (275 deaths) represent the 2008-2009 escalation peak. The detail that 'herdsmen ran out of ammunition' while pursuing raiders confirms the arms race dimension of the conflict: both raiders and herders carry firearms," creating bilateral lethal threat scenarios.""",Wikipedia,https://en.wikipedia.org/wiki/Cattle_raiding_in_Kenya,Wikipedia,-1,,,,,,,,,,2008-07-31,2008-07-31,0.0,,False,False,,False,False,False,False,False,0.0,KEN-NBI-300
KEN-NBI-301,Nairobi,North Rift - November 10 2009 - 10 Killed Village Raiders Attack,Water-Land,November 10 2009 - 10 Killed Six Injured Village Raiders Attack - Standard Media,11/10/2009,11/10/2009,Raiders; Village Residents; National Police Service,"On November 10, 2009, ten people died and six were injured when raiders attacked a village, documented by Standard Media and cited in Wikipedia's Cattle raiding in Kenya article. This event falls within the 2009 spike year of 180 raids and 275 deaths documented by TUPADO. NOTE: North Rift event filed under NBI.","  ""Wikipedia's Cattle raiding in Kenya article cited: 'On November 10", ten people died when [raiders attacked]' -” Standard Media, 16 November 2009: '10 killed, six injured as raiders attack village.' This November 2009 village attack adds a specific dated incident within the 2009 TUPADO spike year (180 raids, 275 deaths). The Standard Media documentation confirms a specific village attack -” distinct from the organised raid patterns -” where civilians in a settlement were targeted by raiders. Combined with the August 31 2009 eight-killed Turkana raid (KEN-NBI-271) and the September 2009 31-killed Laikipia raid (KEN-NBI-272) and the August 2009 seven raiders killed in Napoi Enatuny village (Wikipedia)," these four specific 2009 incidents provide the individual-event documentation that confirms the TUPADO aggregate of 275 deaths.""",Wikipedia; Standard Media,https://en.wikipedia.org/wiki/Cattle_raiding_in_Kenya,Wikipedia citing Standard Media,2,35.5,10,Unknown,Historical - Individual Incident,,,,,,,,,,2009-11-10,2009-11-10,0.0,,False,False,,False,False,False,False,False,0.0,KEN-NBI-301
KEN-NBI-302,Nairobi,North Rift - August 2009 - Seven Raiders and Herdsboy Killed Turkana West,Water-Land,August 2009 - Napoi Enatuny Village - Seven Raiders and 16-Year-Old Herdsboy Killed,8/1/2009,8/31/2009,Raiders; Security Forces; Turkana West District; 16-Year-Old Herdsboy; Napoi Enatuny Village,"In August 2009, seven suspected raiders and a 16-year-old herdsboy were killed as raiders attacked Napoi Enatuny village in Turkana West District -” another specific documented event within the 2009 spike year. NOTE: Turkana West event filed under NBI.","  ""Wikipedia's Cattle raiding in Kenya article documented: 'In August 2009 seven suspected raiders and a 16-year-old herdsboy were killed as raiders attacked the Napoi Enatuny village in Turkana West District.' This August 2009 Turkana West event adds a third specific 2009 incident (alongside August 31 eight-killed Turkana raid and September 15 31-killed Laikipia raid) within the 2009 spike year. The killing of a 16-year-old herdsboy during a raid attack documents the non-combatant civilian dimension of the violence -” children and young people are documented as casualties across multiple entries in this dataset (Turbi 2005 -” 22 schoolchildren killed; 3-year-old Chesegon December 2023; 5-year-old Mukuru May 2024). The Napoi Enatuny village in Turkana West District is in the northwestern Turkana corridor near the Uganda border -” the same general area as the IRIN 2011 Lokichoggio documentation. NOTE: Turkana West event.""",Wikipedia,https://en.wikipedia.org/wiki/Cattle_raiding_in_Kenya,Wikipedia,3.5,35.2,8,Unknown,Historical - Individual Incident,Resolved (Historical),"Napoi Enatuny village, Turkana West, August 2009, seven raiders killed, 16-year-old herdsboy, attack, Wikipedia",Yes,0.83,Wikipedia directly cited.,,,,,,,,,,2009-08-01,2009-08-31,30.0,8.0,False,False,,False,True,False,False,False,2.19722457733622,KEN-NBI-302
